Ward,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,AGE,FEMALE,MALE
Ward 1,3140,CRESTWOOD,0,8,3
Ward 1,3140,CRESTWOOD,1,4,6
Ward 1,3140,CRESTWOOD,2,3,7
Ward 1,3140,CRESTWOOD,3,5,5
Ward 1,3140,CRESTWOOD,4,6,12
Ward 1,3140,CRESTWOOD,5,9,8
Ward 1,3140,CRESTWOOD,6,8,12
Ward 1,3140,CRESTWOOD,7,12,14
Ward 1,3140,CRESTWOOD,8,7,14
Ward 1,3140,CRESTWOOD,9,16,10
Ward 1,3140,CRESTWOOD,10,5,10
Ward 1,3140,CRESTWOOD,11,15,10
Ward 1,3140,CRESTWOOD,12,15,11
Ward 1,3140,CRESTWOOD,13,12,17
Ward 1,3140,CRESTWOOD,14,12,15
Ward 1,3140,CRESTWOOD,15,16,10
Ward 1,3140,CRESTWOOD,16,6,10
Ward 1,3140,CRESTWOOD,17,10,16
Ward 1,3140,CRESTWOOD,18,9,15
Ward 1,3140,CRESTWOOD,19,10,14
Ward 1,3140,CRESTWOOD,20,17,12
Ward 1,3140,CRESTWOOD,21,16,9
Ward 1,3140,CRESTWOOD,22,11,20
Ward 1,3140,CRESTWOOD,23,12,8
Ward 1,3140,CRESTWOOD,24,6,7
Ward 1,3140,CRESTWOOD,25,10,6
Ward 1,3140,CRESTWOOD,26,10,5
Ward 1,3140,CRESTWOOD,27,7,8
Ward 1,3140,CRESTWOOD,28,4,7
Ward 1,3140,CRESTWOOD,29,6,7
Ward 1,3140,CRESTWOOD,30,6,9
Ward 1,3140,CRESTWOOD,31,1,7
Ward 1,3140,CRESTWOOD,32,9,10
Ward 1,3140,CRESTWOOD,33,3,5
Ward 1,3140,CRESTWOOD,34,8,7
Ward 1,3140,CRESTWOOD,35,9,4
Ward 1,3140,CRESTWOOD,36,6,4
Ward 1,3140,CRESTWOOD,37,8,5
Ward 1,3140,CRESTWOOD,38,10,6
Ward 1,3140,CRESTWOOD,39,19,7
Ward 1,3140,CRESTWOOD,40,17,14
Ward 1,3140,CRESTWOOD,41,12,15
Ward 1,3140,CRESTWOOD,42,15,8
Ward 1,3140,CRESTWOOD,43,17,10
Ward 1,3140,CRESTWOOD,44,9,9
Ward 1,3140,CRESTWOOD,45,17,12
Ward 1,3140,CRESTWOOD,46,8,18
Ward 1,3140,CRESTWOOD,47,16,17
Ward 1,3140,CRESTWOOD,48,11,13
Ward 1,3140,CRESTWOOD,49,20,14
Ward 1,3140,CRESTWOOD,50,23,17
Ward 1,3140,CRESTWOOD,51,14,14
Ward 1,3140,CRESTWOOD,52,20,11
Ward 1,3140,CRESTWOOD,53,24,17
Ward 1,3140,CRESTWOOD,54,16,22
Ward 1,3140,CRESTWOOD,55,28,21
Ward 1,3140,CRESTWOOD,56,11,14
Ward 1,3140,CRESTWOOD,57,11,8
Ward 1,3140,CRESTWOOD,58,14,11
Ward 1,3140,CRESTWOOD,59,12,17
Ward 1,3140,CRESTWOOD,60,13,9
Ward 1,3140,CRESTWOOD,61,13,18
Ward 1,3140,CRESTWOOD,62,8,8
Ward 1,3140,CRESTWOOD,63,13,7
Ward 1,3140,CRESTWOOD,64,9,14
Ward 1,3140,CRESTWOOD,65,9,7
Ward 1,3140,CRESTWOOD,66,5,4
Ward 1,3140,CRESTWOOD,67,10,10
Ward 1,3140,CRESTWOOD,68,11,9
Ward 1,3140,CRESTWOOD,69,11,9
Ward 1,3140,CRESTWOOD,70,10,7
Ward 1,3140,CRESTWOOD,71,11,13
Ward 1,3140,CRESTWOOD,72,13,6
Ward 1,3140,CRESTWOOD,73,11,3
Ward 1,3140,CRESTWOOD,74,8,11
Ward 1,3140,CRESTWOOD,75,9,7
Ward 1,3140,CRESTWOOD,76,10,8
Ward 1,3140,CRESTWOOD,77,16,11
Ward 1,3140,CRESTWOOD,78,5,8
Ward 1,3140,CRESTWOOD,79,13,9
Ward 1,3140,CRESTWOOD,80,7,6
Ward 1,3140,CRESTWOOD,81,10,7
Ward 1,3140,CRESTWOOD,82,11,7
Ward 1,3140,CRESTWOOD,83,7,13
Ward 1,3140,CRESTWOOD,84,8,3
Ward 1,3140,CRESTWOOD,85+,28,20
Ward 1,3140,CRESTWOOD,No Response,231,228
Ward 1,3330,PARKVIEW,0,12,20
Ward 1,3330,PARKVIEW,1,12,18
Ward 1,3330,PARKVIEW,2,14,11
Ward 1,3330,PARKVIEW,3,18,22
Ward 1,3330,PARKVIEW,4,20,14
Ward 1,3330,PARKVIEW,5,20,15
Ward 1,3330,PARKVIEW,6,16,21
Ward 1,3330,PARKVIEW,7,21,12
Ward 1,3330,PARKVIEW,8,28,16
Ward 1,3330,PARKVIEW,9,11,13
Ward 1,3330,PARKVIEW,10,13,17
Ward 1,3330,PARKVIEW,11,21,19
Ward 1,3330,PARKVIEW,12,20,18
Ward 1,3330,PARKVIEW,13,17,16
Ward 1,3330,PARKVIEW,14,16,14
Ward 1,3330,PARKVIEW,15,22,13
Ward 1,3330,PARKVIEW,16,25,19
Ward 1,3330,PARKVIEW,17,14,21
Ward 1,3330,PARKVIEW,18,23,23
Ward 1,3330,PARKVIEW,19,22,19
Ward 1,3330,PARKVIEW,20,19,22
Ward 1,3330,PARKVIEW,21,18,20
Ward 1,3330,PARKVIEW,22,14,19
Ward 1,3330,PARKVIEW,23,13,6
Ward 1,3330,PARKVIEW,24,10,9
Ward 1,3330,PARKVIEW,25,13,10
Ward 1,3330,PARKVIEW,26,10,10
Ward 1,3330,PARKVIEW,27,12,8
Ward 1,3330,PARKVIEW,28,11,12
Ward 1,3330,PARKVIEW,29,14,13
Ward 1,3330,PARKVIEW,30,15,13
Ward 1,3330,PARKVIEW,31,14,8
Ward 1,3330,PARKVIEW,32,14,13
Ward 1,3330,PARKVIEW,33,19,13
Ward 1,3330,PARKVIEW,34,10,15
Ward 1,3330,PARKVIEW,35,15,24
Ward 1,3330,PARKVIEW,36,26,17
Ward 1,3330,PARKVIEW,37,15,16
Ward 1,3330,PARKVIEW,38,21,14
Ward 1,3330,PARKVIEW,39,17,17
Ward 1,3330,PARKVIEW,40,15,23
Ward 1,3330,PARKVIEW,41,17,20
Ward 1,3330,PARKVIEW,42,21,26
Ward 1,3330,PARKVIEW,43,19,16
Ward 1,3330,PARKVIEW,44,21,12
Ward 1,3330,PARKVIEW,45,20,28
Ward 1,3330,PARKVIEW,46,20,17
Ward 1,3330,PARKVIEW,47,21,19
Ward 1,3330,PARKVIEW,48,25,26
Ward 1,3330,PARKVIEW,49,38,28
Ward 1,3330,PARKVIEW,50,34,27
Ward 1,3330,PARKVIEW,51,36,15
Ward 1,3330,PARKVIEW,52,33,34
Ward 1,3330,PARKVIEW,53,28,24
Ward 1,3330,PARKVIEW,54,16,23
Ward 1,3330,PARKVIEW,55,34,23
Ward 1,3330,PARKVIEW,56,24,22
Ward 1,3330,PARKVIEW,57,24,20
Ward 1,3330,PARKVIEW,58,22,26
Ward 1,3330,PARKVIEW,59,24,20
Ward 1,3330,PARKVIEW,60,20,22
Ward 1,3330,PARKVIEW,61,17,25
Ward 1,3330,PARKVIEW,62,13,16
Ward 1,3330,PARKVIEW,63,18,21
Ward 1,3330,PARKVIEW,64,15,11
Ward 1,3330,PARKVIEW,65,12,17
Ward 1,3330,PARKVIEW,66,13,13
Ward 1,3330,PARKVIEW,67,13,10
Ward 1,3330,PARKVIEW,68,14,10
Ward 1,3330,PARKVIEW,69,12,15
Ward 1,3330,PARKVIEW,70,7,9
Ward 1,3330,PARKVIEW,71,12,10
Ward 1,3330,PARKVIEW,72,13,7
Ward 1,3330,PARKVIEW,73,13,6
Ward 1,3330,PARKVIEW,74,9,11
Ward 1,3330,PARKVIEW,75,6,7
Ward 1,3330,PARKVIEW,76,11,6
Ward 1,3330,PARKVIEW,77,8,6
Ward 1,3330,PARKVIEW,78,16,9
Ward 1,3330,PARKVIEW,79,12,7
Ward 1,3330,PARKVIEW,80,14,11
Ward 1,3330,PARKVIEW,81,8,5
Ward 1,3330,PARKVIEW,82,15,7
Ward 1,3330,PARKVIEW,83,7,8
Ward 1,3330,PARKVIEW,84,5,3
Ward 1,3330,PARKVIEW,85+,46,27
Ward 1,3330,PARKVIEW,No Response,234,226
Ward 1,3380,RIVER VALLEY CAPITOL HILL,0,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,1,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,2,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,3,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,4,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,5,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,6,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,7,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,8,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,9,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,10,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,11,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,12,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,13,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,14,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,15,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,16,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,17,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,18,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,19,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,20,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,21,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,22,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,23,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,24,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,25,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,26,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,27,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,28,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,29,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,30,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,31,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,32,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,33,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,34,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,35,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,36,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,37,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,38,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,39,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,40,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,41,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,42,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,43,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,44,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,45,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,46,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,47,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,48,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,49,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,50,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,51,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,52,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,53,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,54,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,55,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,56,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,57,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,58,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,59,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,60,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,61,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,62,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,63,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,64,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,65,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,66,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,67,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,68,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,69,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,70,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,71,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,72,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,73,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,74,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,75,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,76,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,77,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,78,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,79,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,80,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,81,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,82,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,83,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,84,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,85+,0,0
Ward 1,3380,RIVER VALLEY CAPITOL HILL,No Response,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,0,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,1,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,2,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,3,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,4,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,5,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,6,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,7,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,8,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,9,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,10,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,11,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,12,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,13,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,14,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,15,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,16,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,17,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,18,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,19,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,20,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,21,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,22,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,23,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,24,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,25,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,26,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,27,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,28,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,29,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,30,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,31,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,32,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,33,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,34,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,35,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,36,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,37,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,38,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,39,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,40,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,41,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,42,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,43,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,44,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,45,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,46,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,47,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,48,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,49,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,50,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,51,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,52,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,53,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,54,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,55,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,56,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,57,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,58,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,59,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,60,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,61,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,62,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,63,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,64,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,65,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,66,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,67,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,68,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,69,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,70,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,71,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,72,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,73,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,74,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,75,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,76,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,77,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,78,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,79,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,80,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,81,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,82,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,83,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,84,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,85+,0,0
Ward 1,4010,ALBERTA PARK INDUSTRIAL,No Response,0,0
Ward 1,4011,ANTHONY HENDAY,0,0,0
Ward 1,4011,ANTHONY HENDAY,1,0,0
Ward 1,4011,ANTHONY HENDAY,2,0,0
Ward 1,4011,ANTHONY HENDAY,3,0,0
Ward 1,4011,ANTHONY HENDAY,4,0,0
Ward 1,4011,ANTHONY HENDAY,5,0,0
Ward 1,4011,ANTHONY HENDAY,6,0,0
Ward 1,4011,ANTHONY HENDAY,7,0,0
Ward 1,4011,ANTHONY HENDAY,8,0,0
Ward 1,4011,ANTHONY HENDAY,9,0,0
Ward 1,4011,ANTHONY HENDAY,10,0,0
Ward 1,4011,ANTHONY HENDAY,11,0,0
Ward 1,4011,ANTHONY HENDAY,12,0,0
Ward 1,4011,ANTHONY HENDAY,13,0,0
Ward 1,4011,ANTHONY HENDAY,14,0,0
Ward 1,4011,ANTHONY HENDAY,15,0,0
Ward 1,4011,ANTHONY HENDAY,16,0,0
Ward 1,4011,ANTHONY HENDAY,17,0,0
Ward 1,4011,ANTHONY HENDAY,18,0,0
Ward 1,4011,ANTHONY HENDAY,19,0,0
Ward 1,4011,ANTHONY HENDAY,20,0,0
Ward 1,4011,ANTHONY HENDAY,21,0,0
Ward 1,4011,ANTHONY HENDAY,22,0,0
Ward 1,4011,ANTHONY HENDAY,23,0,0
Ward 1,4011,ANTHONY HENDAY,24,0,0
Ward 1,4011,ANTHONY HENDAY,25,0,0
Ward 1,4011,ANTHONY HENDAY,26,0,0
Ward 1,4011,ANTHONY HENDAY,27,0,0
Ward 1,4011,ANTHONY HENDAY,28,0,0
Ward 1,4011,ANTHONY HENDAY,29,0,0
Ward 1,4011,ANTHONY HENDAY,30,0,0
Ward 1,4011,ANTHONY HENDAY,31,0,0
Ward 1,4011,ANTHONY HENDAY,32,0,0
Ward 1,4011,ANTHONY HENDAY,33,0,0
Ward 1,4011,ANTHONY HENDAY,34,0,0
Ward 1,4011,ANTHONY HENDAY,35,0,0
Ward 1,4011,ANTHONY HENDAY,36,0,0
Ward 1,4011,ANTHONY HENDAY,37,0,0
Ward 1,4011,ANTHONY HENDAY,38,0,0
Ward 1,4011,ANTHONY HENDAY,39,0,0
Ward 1,4011,ANTHONY HENDAY,40,0,0
Ward 1,4011,ANTHONY HENDAY,41,0,0
Ward 1,4011,ANTHONY HENDAY,42,0,0
Ward 1,4011,ANTHONY HENDAY,43,0,0
Ward 1,4011,ANTHONY HENDAY,44,0,0
Ward 1,4011,ANTHONY HENDAY,45,0,0
Ward 1,4011,ANTHONY HENDAY,46,0,0
Ward 1,4011,ANTHONY HENDAY,47,0,0
Ward 1,4011,ANTHONY HENDAY,48,0,0
Ward 1,4011,ANTHONY HENDAY,49,0,0
Ward 1,4011,ANTHONY HENDAY,50,0,0
Ward 1,4011,ANTHONY HENDAY,51,0,0
Ward 1,4011,ANTHONY HENDAY,52,0,0
Ward 1,4011,ANTHONY HENDAY,53,0,0
Ward 1,4011,ANTHONY HENDAY,54,0,0
Ward 1,4011,ANTHONY HENDAY,55,0,0
Ward 1,4011,ANTHONY HENDAY,56,0,0
Ward 1,4011,ANTHONY HENDAY,57,0,0
Ward 1,4011,ANTHONY HENDAY,58,0,0
Ward 1,4011,ANTHONY HENDAY,59,0,0
Ward 1,4011,ANTHONY HENDAY,60,0,0
Ward 1,4011,ANTHONY HENDAY,61,0,0
Ward 1,4011,ANTHONY HENDAY,62,0,0
Ward 1,4011,ANTHONY HENDAY,63,0,0
Ward 1,4011,ANTHONY HENDAY,64,0,0
Ward 1,4011,ANTHONY HENDAY,65,0,0
Ward 1,4011,ANTHONY HENDAY,66,0,0
Ward 1,4011,ANTHONY HENDAY,67,0,0
Ward 1,4011,ANTHONY HENDAY,68,0,0
Ward 1,4011,ANTHONY HENDAY,69,0,0
Ward 1,4011,ANTHONY HENDAY,70,0,0
Ward 1,4011,ANTHONY HENDAY,71,0,0
Ward 1,4011,ANTHONY HENDAY,72,0,0
Ward 1,4011,ANTHONY HENDAY,73,0,0
Ward 1,4011,ANTHONY HENDAY,74,0,0
Ward 1,4011,ANTHONY HENDAY,75,0,0
Ward 1,4011,ANTHONY HENDAY,76,0,0
Ward 1,4011,ANTHONY HENDAY,77,0,0
Ward 1,4011,ANTHONY HENDAY,78,0,0
Ward 1,4011,ANTHONY HENDAY,79,0,0
Ward 1,4011,ANTHONY HENDAY,80,0,0
Ward 1,4011,ANTHONY HENDAY,81,0,0
Ward 1,4011,ANTHONY HENDAY,82,0,0
Ward 1,4011,ANTHONY HENDAY,83,0,0
Ward 1,4011,ANTHONY HENDAY,84,0,0
Ward 1,4011,ANTHONY HENDAY,85+,0,0
Ward 1,4011,ANTHONY HENDAY,No Response,0,0
Ward 1,4020,ALDERGROVE,0,28,33
Ward 1,4020,ALDERGROVE,1,39,35
Ward 1,4020,ALDERGROVE,2,24,43
Ward 1,4020,ALDERGROVE,3,37,33
Ward 1,4020,ALDERGROVE,4,26,30
Ward 1,4020,ALDERGROVE,5,28,32
Ward 1,4020,ALDERGROVE,6,34,22
Ward 1,4020,ALDERGROVE,7,27,18
Ward 1,4020,ALDERGROVE,8,26,29
Ward 1,4020,ALDERGROVE,9,26,35
Ward 1,4020,ALDERGROVE,10,31,30
Ward 1,4020,ALDERGROVE,11,24,31
Ward 1,4020,ALDERGROVE,12,18,31
Ward 1,4020,ALDERGROVE,13,25,24
Ward 1,4020,ALDERGROVE,14,34,24
Ward 1,4020,ALDERGROVE,15,36,37
Ward 1,4020,ALDERGROVE,16,42,37
Ward 1,4020,ALDERGROVE,17,47,46
Ward 1,4020,ALDERGROVE,18,37,44
Ward 1,4020,ALDERGROVE,19,43,44
Ward 1,4020,ALDERGROVE,20,44,45
Ward 1,4020,ALDERGROVE,21,43,49
Ward 1,4020,ALDERGROVE,22,46,47
Ward 1,4020,ALDERGROVE,23,36,40
Ward 1,4020,ALDERGROVE,24,48,45
Ward 1,4020,ALDERGROVE,25,49,44
Ward 1,4020,ALDERGROVE,26,47,60
Ward 1,4020,ALDERGROVE,27,41,32
Ward 1,4020,ALDERGROVE,28,36,42
Ward 1,4020,ALDERGROVE,29,47,49
Ward 1,4020,ALDERGROVE,30,50,38
Ward 1,4020,ALDERGROVE,31,49,44
Ward 1,4020,ALDERGROVE,32,34,45
Ward 1,4020,ALDERGROVE,33,36,38
Ward 1,4020,ALDERGROVE,34,32,37
Ward 1,4020,ALDERGROVE,35,32,31
Ward 1,4020,ALDERGROVE,36,38,41
Ward 1,4020,ALDERGROVE,37,33,26
Ward 1,4020,ALDERGROVE,38,35,31
Ward 1,4020,ALDERGROVE,39,31,30
Ward 1,4020,ALDERGROVE,40,35,38
Ward 1,4020,ALDERGROVE,41,40,30
Ward 1,4020,ALDERGROVE,42,37,26
Ward 1,4020,ALDERGROVE,43,28,33
Ward 1,4020,ALDERGROVE,44,37,31
Ward 1,4020,ALDERGROVE,45,27,24
Ward 1,4020,ALDERGROVE,46,37,21
Ward 1,4020,ALDERGROVE,47,32,23
Ward 1,4020,ALDERGROVE,48,48,33
Ward 1,4020,ALDERGROVE,49,40,33
Ward 1,4020,ALDERGROVE,50,34,27
Ward 1,4020,ALDERGROVE,51,58,41
Ward 1,4020,ALDERGROVE,52,34,44
Ward 1,4020,ALDERGROVE,53,43,47
Ward 1,4020,ALDERGROVE,54,46,37
Ward 1,4020,ALDERGROVE,55,38,34
Ward 1,4020,ALDERGROVE,56,40,60
Ward 1,4020,ALDERGROVE,57,43,35
Ward 1,4020,ALDERGROVE,58,30,35
Ward 1,4020,ALDERGROVE,59,29,32
Ward 1,4020,ALDERGROVE,60,42,27
Ward 1,4020,ALDERGROVE,61,17,29
Ward 1,4020,ALDERGROVE,62,27,28
Ward 1,4020,ALDERGROVE,63,25,19
Ward 1,4020,ALDERGROVE,64,22,18
